  1.4700000e+003  3.0800000e+003  2.1600000e+003  1.5800000e+003  1.0200000e+003  8.0600000e+002  6.2900000e+002  4.9300000e+002  5.6300000e+002  6.5400000e+002  6.9000000e+002  1.1400000e+003
  1.9300000e+003  1.9200000e+003  1.5300000e+003  8.8400000e+002  6.9600000e+002  6.5500000e+002  4.9700000e+002  3.9900000e+002  4.1400000e+002  5.4600000e+002  5.9700000e+002  1.4900000e+003
  1.3500000e+003  7.4700000e+002  7.1700000e+002  6.3200000e+002  4.6700000e+002  3.8400000e+002  3.5900000e+002  3.5600000e+002  3.2600000e+002  4.3700000e+002  3.2400000e+002  7.1300000e+002
  1.2200000e+003  7.2000000e+002  7.7300000e+002  5.0500000e+002  3.6300000e+002  3.1000000e+002  2.7500000e+002  2.4200000e+002  2.7700000e+002  3.0500000e+002  3.3100000e+002  1.3000000e+003
  1.8500000e+003  2.6900000e+003  1.5700000e+003  1.3600000e+003  9.3000000e+002  6.9800000e+002  5.7600000e+002  4.9300000e+002  4.6200000e+002  6.2800000e+002  5.5000000e+002  6.8000000e+002
  6.1400000e+002  6.0200000e+002  1.8500000e+003  9.5900000e+002  6.4800000e+002  4.6100000e+002  3.9200000e+002  3.8000000e+002  4.6900000e+002  3.7600000e+002  6.2500000e+002  1.3400000e+003
  2.6300000e+003  1.6100000e+003  1.1300000e+003  8.5100000e+002  8.5300000e+002  6.4500000e+002  4.8000000e+002  3.9200000e+002  3.3900000e+002  8.4200000e+002  1.0200000e+003  2.3700000e+003
  1.9500000e+003  1.6500000e+003  1.4700000e+003  9.5500000e+002  8.6900000e+002  6.6100000e+002  5.3100000e+002  5.0500000e+002  5.0700000e+002  8.1200000e+002  9.4400000e+002  1.6900000e+003
  2.1600000e+003  2.0400000e+003  1.0800000e+003  9.7300000e+002  7.5200000e+002  5.8100000e+002  5.0700000e+002  4.2400000e+002  3.7800000e+002  4.2600000e+002  6.3800000e+002  1.4000000e+003
  2.0700000e+003  2.5500000e+003  2.1500000e+003  1.1600000e+003  8.4300000e+002  6.6100000e+002  5.3600000e+002  4.3400000e+002  4.0900000e+002  4.8800000e+002  1.0500000e+003  1.6100000e+003
