  3.1100000e+003  5.7600000e+003  4.4800000e+003  3.4900000e+003  2.2100000e+003  1.6900000e+003  1.3800000e+003  1.1100000e+003  1.2200000e+003  1.2600000e+003  1.3400000e+003  2.2700000e+003
  3.5800000e+003  3.6500000e+003  2.9300000e+003  1.8500000e+003  1.4700000e+003  1.2800000e+003  1.0200000e+003  8.4000000e+002  8.8000000e+002  1.1300000e+003  1.2400000e+003  2.9900000e+003
  2.7500000e+003  1.5300000e+003  1.4700000e+003  1.3200000e+003  9.8000000e+002  8.1000000e+002  7.6500000e+002  7.5800000e+002  7.0000000e+002  9.1800000e+002  6.9500000e+002  1.4700000e+003
  2.4900000e+003  1.4800000e+003  1.5800000e+003  1.1100000e+003  8.7000000e+002  6.6000000e+002  6.0000000e+002  5.4000000e+002  6.1000000e+002  6.3000000e+002  7.4300000e+002  2.4000000e+003
  2.9900000e+003  4.4100000e+003  3.1800000e+003  2.6200000e+003  1.8000000e+003  1.3600000e+003  1.0700000e+003  9.5800000e+002  8.7800000e+002  1.5000000e+003  1.1500000e+003  1.4300000e+003
  1.4200000e+003  1.2100000e+003  3.3200000e+003  1.9500000e+003  1.3900000e+003  9.4700000e+002  7.7100000e+002  7.1800000e+002  9.0900000e+002  7.1600000e+002  1.0600000e+003  2.7000000e+003
  4.5100000e+003  2.9700000e+003  2.1500000e+003  1.7100000e+003  1.5900000e+003  1.3000000e+003  9.3500000e+002  7.6100000e+002  6.6800000e+002  1.4300000e+003  1.8600000e+003  3.5500000e+003
  3.6000000e+003  2.8400000e+003  2.5800000e+003  1.6900000e+003  1.5600000e+003  1.1900000e+003  9.2300000e+002  9.4000000e+002  9.3500000e+002  1.4800000e+003  1.7600000e+003  2.6400000e+003
  3.5300000e+003  3.6100000e+003  1.9400000e+003  1.7700000e+003  1.4100000e+003  1.1400000e+003  9.2900000e+002  7.9000000e+002  7.5000000e+002  8.1000000e+002  1.1800000e+003  2.2800000e+003
  3.7500000e+003  4.8600000e+003  3.9300000e+003  2.2700000e+003  1.6900000e+003  1.2800000e+003  1.0200000e+003  8.2600000e+002  7.1600000e+002  8.2700000e+002  1.7000000e+003  2.3200000e+003
  3.2900000e+003  1.9400000e+003  1.6900000e+003  1.5800000e+003  9.4600000e+002  8.2100000e+002  7.9000000e+002  6.3600000e+002  9.3100000e+002  1.0900000e+003  1.3600000e+003  2.0300000e+003
  2.2100000e+003  2.2900000e+003  3.6300000e+003  2.4000000e+003  1.6200000e+003  1.2900000e+003  1.0600000e+003  8.4800000e+002  7.4500000e+002  9.5500000e+002  1.3700000e+003  1.9700000e+003
  4.4100000e+003  4.2800000e+003  3.9300000e+003  2.2900000e+003  1.5900000e+003  1.3100000e+003  1.0600000e+003  9.0400000e+002  8.0000000e+002  1.1100000e+003  1.3600000e+003  1.9000000e+003
  1.8200000e+003  2.5200000e+003  3.0500000e+003  1.7600000e+003  1.2100000e+003  9.5000000e+002  7.9700000e+002  6.7100000e+002  5.9500000e+002  6.1000000e+002  1.0000000e+003  1.1600000e+003
  1.4600000e+003  3.9600000e+003  2.5900000e+003  1.7700000e+003  1.1100000e+003  1.0500000e+003  9.0900000e+002  6.8400000e+002  6.1000000e+002  6.3000000e+002  1.2300000e+003  2.9300000e+003
  5.0500000e+003  2.8000000e+003  3.0500000e+003  2.3600000e+003  1.4800000e+003  1.1500000e+003  1.0900000e+003  8.6400000e+002  6.9700000e+002  1.0500000e+003  1.1200000e+003  1.2900000e+003
  2.8100000e+003  3.1900000e+003  6.0100000e+003  3.0900000e+003  1.8900000e+003  1.4900000e+003  1.3100000e+003  1.0500000e+003  1.3000000e+003  1.2200000e+003  1.2800000e+003  2.3200000e+003
  2.9000000e+003  3.3700000e+003  3.4400000e+003  2.1600000e+003  1.4700000e+003  1.2100000e+003  9.7400000e+002  8.5800000e+002  7.0600000e+002  7.7000000e+002  1.1600000e+003  1.9100000e+003
  2.6100000e+003  3.9900000e+003  2.7800000e+003  2.0400000e+003  1.5100000e+003  1.2100000e+003  9.3800000e+002  7.5200000e+002  6.5100000e+002  7.1000000e+002  8.8200000e+002  1.8100000e+003
  2.8600000e+003  5.2100000e+003  3.5600000e+003  2.5400000e+003  1.8100000e+003  1.3500000e+003  1.1000000e+003  8.6600000e+002  7.2000000e+002  9.5000000e+002  1.7100000e+003  3.1700000e+003
  3.3500000e+003  4.5500000e+003  3.7800000e+003  2.8500000e+003  1.7800000e+003  1.3500000e+003  1.1800000e+003  9.9700000e+002  8.0400000e+002  8.2500000e+002  7.8000000e+002  1.3300000e+003
  1.7800000e+003  3.0200000e+003  4.2800000e+003  2.4400000e+003  1.4800000e+003  1.3500000e+003  1.0300000e+003  8.0500000e+002  7.3900000e+002  7.9100000e+002  1.1500000e+003  1.1600000e+003
  1.0700000e+003  1.1300000e+003  1.2800000e+003  1.7500000e+003  9.3500000e+002  7.7900000e+002  6.7900000e+002  5.7800000e+002  5.8600000e+002  6.3900000e+002  8.9200000e+002  1.3800000e+003
  1.3100000e+003  2.3400000e+003  1.3800000e+003  1.2000000e+003  1.2800000e+003  9.6400000e+002  7.0100000e+002  5.8600000e+002  5.0300000e+002  6.0100000e+002  6.5300000e+002  9.8300000e+002
  1.8800000e+003  1.2200000e+003  1.6600000e+003  1.3500000e+003  8.0400000e+002  7.3300000e+002  5.8100000e+002  5.1600000e+002  4.7800000e+002  5.2700000e+002  7.8200000e+002  1.7200000e+003
  1.9500000e+003  1.3000000e+003  2.0600000e+003  1.1600000e+003  1.1800000e+003  1.2000000e+003  8.2000000e+002  9.3600000e+002  7.2100000e+002  6.3600000e+002  9.1800000e+002  1.8450000e+003
  3.0230000e+003  3.2840000e+003  3.1330000e+003  2.9800000e+003  2.0380000e+003  1.3000000e+003  1.1810000e+003  9.6900000e+002  1.1760000e+003  8.2100000e+002  1.3050000e+003  2.0480000e+003
  1.8530000e+003  3.1020000e+003  2.4970000e+003  1.8830000e+003  1.9170000e+003  1.6550000e+003  1.3450000e+003  1.0010000e+003  1.0900000e+003  1.1590000e+003  1.3330000e+003  1.5290000e+003
  3.4660000e+003  2.8460000e+003  2.6250000e+003  2.3110000e+003  1.4850000e+003  1.1300000e+003  9.2900000e+002  8.6400000e+002  7.0400000e+002  7.0200000e+002  1.0120000e+003  1.4120000e+003
  2.5830000e+003  3.0340000e+003  3.5950000e+003  1.9130000e+003  1.5420000e+003  1.2320000e+003  1.0660000e+003  8.6500000e+002  6.1900000e+002  6.8700000e+002  1.2540000e+003  2.3380000e+003
  4.5550000e+003  5.0650000e+003  5.1350000e+003  2.8690000e+003  2.3870000e+003  1.6130000e+003  1.2960000e+003  1.0490000e+003  8.2300000e+002  7.5100000e+002  1.1530000e+003  1.3230000e+003
  3.3510000e+003  4.2370000e+003  3.5350000e+003  2.0600000e+003  1.5230000e+003  1.3170000e+003  9.9800000e+002  8.4300000e+002  8.5400000e+002  1.3450000e+003  1.6120000e+003  2.9760000e+003
  4.5460000e+003  3.4320000e+003  2.1610000e+003  1.2210000e+003  1.0070000e+003  9.3500000e+002  7.5500000e+002  7.0200000e+002  4.7600000e+002  5.9500000e+002  9.0400000e+002  4.8400000e+002
  1.9410000e+003  3.0120000e+003  1.8490000e+003  1.0040000e+003  1.2660000e+003  6.7300000e+002  6.3900000e+002  4.7100000e+002  5.4700000e+002  9.4600000e+002  1.0400000e+003  2.1960000e+003
  4.2080000e+003  5.3930000e+003  4.6960000e+003  2.6630000e+003  2.0380000e+003  1.4830000e+003  1.3670000e+003  1.0160000e+003  8.2400000e+002  1.6310000e+003  1.6880000e+003  2.9200000e+003
  5.3620000e+003  3.8890000e+003  4.9080000e+003  2.8670000e+003  1.9890000e+003  1.5370000e+003  1.1630000e+003  9.6900000e+002  9.1500000e+002  1.1710000e+003  2.3490000e+003  3.4900000e+003
  5.1480000e+003  5.0750000e+003  4.0600000e+003  2.4000000e+003  1.7860000e+003  1.5230000e+003  1.1340000e+003  8.5900000e+002  7.5600000e+002  9.1100000e+002  1.7610000e+003  2.6160000e+003
  3.1140000e+003  2.1680000e+003  2.0390000e+003  1.3190000e+003  9.8500000e+002  8.2300000e+002  6.7300000e+002  6.5400000e+002  8.1200000e+002  8.1900000e+002  8.6200000e+002  2.4060000e+003
  1.7750000e+003  1.6990000e+003  1.5010000e+003  1.0180000e+003  7.0600000e+002  7.2100000e+002  4.7300000e+002  5.1200000e+002  4.4100000e+002  8.3500000e+002  2.1090000e+003  1.8820000e+003
  2.5650000e+003  3.0080000e+003  3.1520000e+003  1.6720000e+003  1.1470000e+003  9.5800000e+002  8.4800000e+002  6.8700000e+002  1.0330000e+003  9.9600000e+002  1.4000000e+003  1.0870000e+003
  1.0340000e+003  7.1300000e+002  1.0780000e+003  8.5200000e+002  6.9200000e+002  7.9600000e+002  6.4900000e+002  4.7600000e+002  5.3800000e+002  9.5300000e+002  8.5100000e+002  2.7310000e+003
  2.6410000e+003  3.9980000e+003  3.5400000e+003  2.0930000e+003  1.3590000e+003  1.0870000e+003  1.3270000e+003  9.8900000e+002  8.3100000e+002  1.8760000e+003  2.5720000e+003  2.5160000e+003
  2.9640000e+003  2.9490000e+003  2.1150000e+003  2.5710000e+003  1.5530000e+003  1.2580000e+003  1.1160000e+003  8.7600000e+002  7.9800000e+002  1.0700000e+003  1.1150000e+003  2.6200000e+003
  4.0600000e+003  2.6400000e+003  3.5410000e+003  2.6990000e+003  1.7270000e+003  1.5760000e+003  1.1500000e+003  8.8900000e+002  7.3900000e+002  9.4800000e+002  8.3500000e+002  2.3720000e+003
  2.9950000e+003  2.9780000e+003  2.0280000e+003  1.6550000e+003  9.5400000e+002  8.3200000e+002  8.3200000e+002  6.0600000e+002  5.1400000e+002  8.9400000e+002  1.9520000e+003  2.3840000e+003
  2.0080000e+003  2.9930000e+003  3.3110000e+003  2.4850000e+003  1.7210000e+003  1.6170000e+003  1.6040000e+003  1.4690000e+003  1.9530000e+003  1.7320000e+003  2.4270000e+003  3.7570000e+003
  4.3590000e+003  3.6830000e+003  2.4490000e+003  2.6690000e+003  1.4550000e+003  1.2560000e+003  9.6200000e+002  7.0900000e+002  1.1160000e+003  8.7700000e+002  1.6880000e+003  2.7910000e+003
  3.8290000e+003  2.2970000e+003  2.2930000e+003  1.4530000e+003  1.3520000e+003  1.3230000e+003  1.0110000e+003  6.9300000e+002  7.1100000e+002  8.6900000e+002  1.9180000e+003  2.4360000e+003
  2.8680000e+003  4.1350000e+003  2.6180000e+003  1.8110000e+003  1.5950000e+003  1.2140000e+003  1.0740000e+003  9.8800000e+002  1.3130000e+003  1.0060000e+003  1.6680000e+003  2.9240000e+003
  4.4620000e+003  3.8480000e+003  2.5240000e+003  3.1660000e+003  1.8580000e+003  1.6110000e+003  1.3230000e+003  9.6000000e+002  1.0050000e+003  9.4600000e+002  1.6340000e+003  3.3200000e+003
  4.8030000e+003  2.7950000e+003  2.4650000e+003  2.0700000e+003  1.4790000e+003  1.3210000e+003  9.4500000e+002  8.6500000e+002  6.9500000e+002  1.5930000e+003  2.4750000e+003  4.1370000e+003
  4.3560000e+003  3.7750000e+003  5.2320000e+003  3.2990000e+003  2.4840000e+003  1.9200000e+003  1.5400000e+003  1.2470000e+003  9.9300000e+002  1.6440000e+003  1.5880000e+003  3.6750000e+003
  6.2250000e+003  6.3630000e+003  5.5750000e+003  4.2790000e+003  3.3240000e+003  4.4400000e+003  2.7260000e+003  2.4500000e+003  3.4770000e+003  3.7160000e+003  3.7850000e+003  5.2430000e+003
  4.2630000e+003  2.5760000e+003  1.9490000e+003  1.8620000e+003  1.7260000e+003  1.1830000e+003  9.8200000e+002  1.0670000e+003  1.1390000e+003  9.0300000e+002  1.2380000e+003  2.5060000e+003
  4.3890000e+003  3.8660000e+003  4.3290000e+003  2.7540000e+003  1.3670000e+003  1.3120000e+003  1.1180000e+003  9.3800000e+002  9.6800000e+002  8.2900000e+002  1.4140000e+003  1.8380000e+003
  2.7570000e+003  2.7210000e+003  2.5730000e+003  1.5670000e+003  1.6050000e+003  1.0900000e+003  1.0950000e+003  1.1560000e+003  7.6100000e+002  6.7700000e+002  7.8200000e+002  3.1660000e+003
  3.6140000e+003  3.4670000e+003  2.4040000e+003  2.2790000e+003  1.7220000e+003  1.4390000e+003  1.1360000e+003  8.8200000e+002  1.1260000e+003  9.9200000e+002  1.2600000e+003  2.3510000e+003
  2.3290000e+003  3.2040000e+003  2.7630000e+003  1.7710000e+003  1.4490000e+003  1.3430000e+003  9.3100000e+002  7.7500000e+002  6.2700000e+002  1.1090000e+003  1.2600000e+003  1.4590000e+003
  3.1080000e+003  3.2890000e+003  2.8060000e+003  1.7930000e+003  1.2760000e+003  1.1650000e+003  9.5400000e+002  9.7200000e+002  9.4400000e+002  8.3100000e+002  1.3000000e+003  2.3980000e+003
  3.0820000e+003  1.5570000e+003  2.2920000e+003  1.6710000e+003  1.3690000e+003  9.8700000e+002  9.4300000e+002  9.8000000e+002  9.0200000e+002  9.5500000e+002  8.7000000e+002  1.1420000e+003
